,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.45,0.56,0.61,0.56,0.49,0.54,0.12,0.74,0.5,0.37
fritzing.csv,0.69,0.71,0.74,0.62,0.76,0.69,0.24,0.29,0.65,0.49
jlinalg.csv,0.87,0.37,0.49,0.6,0.56,0.83,0.21,0.5,0.55,0.52
knowledge.csv,0.81,0.67,0.63,0.41,0.87,0.61,0.23,0.57,0.62,0.61
massiv.csv,0.15,0.3,0.37,0.0,0.0,0.99,0.0,0.63,0.0,0.0
multitude.csv,0.43,0.71,0.65,0.52,0.67,0.6,0.54,0.74,0.6,0.64
playerstage.csv,0.65,0.59,0.71,0.73,0.68,0.52,0.12,0.39,0.42,0.47
quarkplusplus.csv,0.76,0.76,0.6,0.5,0.68,0.53,0.12,0.27,0.61,0.66
rtrt-on-gpu.csv,0.56,0.29,0.62,0.58,0.6,0.27,0.73,0.06,0.47,0.56
superwaba.csv,0.05,0.68,0.5,0.19,0.42,0.29,0.12,0.79,0.05,0.18
