,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.86,0.51,0.68,0.51,0.58,0.54,0.92,0.38,0.6,0.69
fritzing.csv,0.55,0.4,0.39,0.5,0.44,0.54,0.8,0.77,0.58,0.61
jlinalg.csv,0.16,0.7,0.84,0.72,0.52,0.5,1.07,0.83,0.61,0.7
knowledge.csv,0.25,0.68,0.67,0.88,0.16,0.7,0.86,0.7,0.53,0.73
massiv.csv,0.88,0.74,0.7,1.0,1.0,0.03,1.0,0.47,1.0,1.0
multitude.csv,0.87,0.54,0.69,0.81,0.63,0.71,0.74,0.61,0.7,0.48
playerstage.csv,0.44,0.59,0.59,0.37,0.49,0.63,0.9,0.68,0.71,0.6
quarkplusplus.csv,0.36,0.47,0.58,0.78,0.41,0.58,0.93,0.94,0.49,0.57
rtrt-on-gpu.csv,0.5,0.93,0.67,0.76,0.67,0.95,0.33,0.97,0.8,0.72
superwaba.csv,0.96,0.39,0.6,0.85,0.63,0.77,0.92,0.47,0.96,0.85
