,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,2.0,8.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0
exordium.csv,0.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0
flexpay.csv,11.0,4.0,0.0,3.0,0.0,1.0,11.0,0.0,0.0
mptvseries.csv,2.0,0.0,0.0,2.0,31.0,0.0,1.0,0.0,0.0
openmsx.csv,11.0,6.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0
qtractor.csv,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0
synergyspace.csv,15.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
tango-cs.csv,11.0,6.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0
toped.csv,14.0,2.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0
