,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.09,0.45,0.33,0.33,0.38,0.34,0.29,0.0,0.32
exordium.csv,0.0,0.06,0.33,0.04,0.1,0.11,0.08,0.0,0.25
flexpay.csv,0.39,0.61,0.56,0.75,0.0,0.37,0.2,0.17,0.61
mptvseries.csv,0.29,0.0,0.33,0.5,0.32,0.21,0.21,0.0,0.33
openmsx.csv,0.71,0.65,0.67,0.75,0.67,0.02,0.7,1.0,0.77
qtractor.csv,0.3,0.29,0.22,0.0,0.36,0.23,0.21,0.0,0.39
synergyspace.csv,0.46,0.1,0.44,0.08,0.53,0.16,0.0,0.17,0.49
tango-cs.csv,0.32,0.39,0.11,0.29,0.27,0.38,0.41,0.0,0.0
toped.csv,0.43,0.42,0.0,0.46,0.39,0.49,0.32,0.17,0.32
