,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.05,0.07,0.62,0.39,0.89,0.38,0.46,0.97,0.37,0.34,0.31,0.95,0.62,0.57
avifile.csv,1.0,0.0,1.0,0.0,0.0,0.1,0.43,0.33,0.0,0.21,0.3,0.0,1.0,0.0
delphilhlplib.csv,0.05,0.24,0.77,0.51,1.0,0.43,0.44,0.62,0.35,0.37,0.54,0.96,0.67,0.5
fluidium.csv,0.08,0.08,0.92,0.5,0.66,0.37,1.0,0.4,0.18,0.46,0.44,1.0,0.67,0.5
gnome-jabber.csv,0.03,0.19,0.68,0.31,0.74,0.45,0.4,0.53,0.32,0.4,0.49,0.98,0.67,0.48
ipfilter.csv,0.02,0.2,0.61,0.29,0.83,0.5,0.32,0.37,0.12,0.56,0.35,0.92,1.0,0.43
jparsec.csv,0.04,0.17,0.73,0.38,0.74,0.44,0.4,0.51,0.29,1.0,0.43,0.95,0.65,0.48
loki-lib.csv,0.06,0.18,0.73,0.29,0.82,0.44,0.53,0.54,0.34,0.44,1.0,0.95,0.67,0.5
mumble.csv,0.0,0.24,1.0,0.25,0.75,0.53,0.6,0.5,1.0,0.4,0.0,1.0,0.5,0.5
opengs.csv,0.0,0.22,0.83,0.83,0.8,1.0,0.56,0.73,0.35,0.7,0.75,1.0,1.0,0.67
owfs.csv,0.0,1.0,0.88,0.75,0.78,0.69,0.57,0.75,0.5,0.57,0.17,1.0,0.9,1.0
rectracker.csv,0.03,0.19,1.0,0.54,0.7,0.44,0.44,0.56,0.4,0.39,0.39,1.0,0.79,0.39
rockbox.csv,0.0,0.17,0.52,0.45,0.78,0.46,0.5,0.79,0.47,0.32,0.52,1.0,0.86,1.0
zealos.csv,0.05,0.16,0.67,1.0,0.82,0.42,0.48,0.67,0.32,0.45,0.39,0.97,0.65,0.33
