,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.4,0.09,0.41,0.53,0.45,0.72,0.57,1.0,0.56,0.36,0.38,0.42,0.5,0.89
avifile.csv,0.8,0.0,0.07,0.0,0.0,0.02,0.14,0.05,0.0,0.07,0.21,0.0,0.04,0.0
delphilhlplib.csv,0.2,0.82,0.41,0.63,1.0,0.69,0.52,0.42,0.64,0.67,0.48,0.24,0.17,0.42
fluidium.csv,0.2,0.09,0.21,0.27,0.55,0.2,1.0,0.11,0.2,0.29,0.66,0.15,0.22,0.32
gnome-jabber.csv,0.4,1.0,0.88,1.0,0.98,0.98,0.67,0.95,0.88,0.87,0.79,1.0,0.8,1.0
ipfilter.csv,0.2,0.91,0.75,0.73,0.38,0.09,0.57,0.37,0.2,0.4,0.48,0.66,1.0,0.32
jparsec.csv,0.4,1.0,0.54,0.77,0.98,0.74,0.9,0.66,0.96,0.96,0.79,1.0,0.61,0.58
loki-lib.csv,0.4,1.0,0.77,0.7,0.62,0.76,0.48,0.66,0.8,0.64,1.0,0.79,0.61,0.53
mumble.csv,0.0,0.45,0.21,0.03,0.91,0.31,0.14,0.03,0.92,0.09,0.0,0.08,0.13,0.05
opengs.csv,0.0,0.18,0.18,0.17,0.3,0.93,0.24,0.21,0.28,0.16,0.1,0.01,0.09,0.21
owfs.csv,0.0,0.91,0.12,0.1,0.26,0.17,0.19,0.08,0.24,0.09,0.03,0.1,0.2,0.11
rectracker.csv,0.2,0.73,1.0,0.43,0.74,0.5,0.95,0.58,0.68,0.6,0.48,0.2,0.48,0.63
rockbox.csv,0.0,0.55,0.21,0.3,0.47,0.35,0.43,0.39,0.56,0.18,0.45,0.17,0.39,1.0
zealos.csv,0.4,0.45,0.52,0.93,0.75,0.72,0.52,0.42,0.68,0.69,0.45,0.35,0.43,0.26
