,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,5.0,0.0,5.0,1.0,2.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0
avifile.csv,0.0,62.0,0.0,97.0,70.0,7.0,0.0,1.0,89.0,2.0,4.0,96.0,0.0,50.0
delphilhlplib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,4.0
fluidium.csv,9.0,12.0,0.0,0.0,1.0,3.0,0.0,0.0,18.0,3.0,3.0,0.0,0.0,6.0
gnome-jabber.csv,2.0,1.0,0.0,11.0,1.0,1.0,1.0,2.0,16.0,1.0,1.0,2.0,1.0,9.0
ipfilter.csv,2.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,21.0,2.0,7.0,3.0,0.0,4.0
jparsec.csv,4.0,1.0,0.0,8.0,1.0,1.0,0.0,4.0,26.0,0.0,3.0,3.0,0.0,5.0
loki-lib.csv,0.0,1.0,0.0,6.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,3.0,0.0,5.0
mumble.csv,69.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,74.0,0.0,1.0,1.0
opengs.csv,69.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
owfs.csv,69.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0
rectracker.csv,2.0,7.0,0.0,1.0,1.0,1.0,0.0,7.0,6.0,3.0,1.0,0.0,1.0,10.0
rockbox.csv,69.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
zealos.csv,4.0,5.0,0.0,0.0,1.0,5.0,0.0,3.0,20.0,3.0,3.0,0.0,0.0,8.0
