,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.09,0.21,1.0,0.17,0.27
nabu-library.csv,0.5,0.44,0.23,0.43,0.99
pcgen.csv,0.15,1.0,0.11,0.47,0.12
selenium.csv,0.98,0.37,0.33,0.67,0.26
tolven.csv,0.29,0.59,0.17,0.98,0.12
