,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.11,0.22,1.0,0.15,0.35
nabu-library.csv,0.56,0.39,0.16,0.3,0.98
pcgen.csv,0.19,1.0,0.14,0.45,0.17
selenium.csv,0.99,0.38,0.22,0.53,0.33
tolven.csv,0.35,0.63,0.16,0.99,0.17
