,f1,g,recall,precision,pf,wins
apertium.csv,0.265,0.33,0.29,0.5349999999999999,0.13,8
autofac.csv,0.515,0.58,0.6,0.455,0.475,19
azureus.csv,0.52,0.53,0.585,0.45,0.51,16
coot.csv,0.41500000000000004,0.42,0.52,0.355,0.585,5
cuberok.csv,0.435,0.5549999999999999,0.635,0.445,0.53,14
dsworkbench.csv,0.24,0.17,0.14,0.41000000000000003,0.1,3
gabel.csv,0.33499999999999996,0.37,0.32499999999999996,0.43999999999999995,0.2,7
gephex.csv,0.535,0.43,0.855,0.4,0.825,9
haggle.csv,0.24,0.22,0.185,0.565,0.12,4
icescrum.csv,0.46499999999999997,0.47,0.435,0.47,0.305,13
javaprofiler.csv,0.45,0.595,0.66,0.445,0.515,18
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0
jgnash.csv,0.495,0.55,0.605,0.41500000000000004,0.44,17
octet.csv,0.485,0.46499999999999997,0.445,0.435,0.39,10
openefm.csv,0.41000000000000003,0.43,0.39,0.5,0.28,11
rcp-company-uibindings.csv,0.44,0.52,0.51,0.415,0.34,15
servicestack.csv,0.16,0.12,0.1,0.375,0.03,1
synecdoche.csv,0.485,0.5,0.49,0.465,0.41500000000000004,12
tmva.csv,0.495,0.245,0.925,0.415,0.91,6
wsmt.csv,0.155,0.14500000000000002,0.12,0.45499999999999996,0.14500000000000002,2
