,recall,precision,pf,pci_20,ifa,wins
apertium.csv,0.29,0.5349999999999999,0.13,0.57,1.0,18
autofac.csv,0.6,0.455,0.475,0.435,1.0,7
azureus.csv,0.585,0.45,0.51,0.42,1.0,5
coot.csv,0.52,0.355,0.585,0.52,2.5,1
cuberok.csv,0.635,0.445,0.53,0.565,2.5,12
dsworkbench.csv,0.14,0.41000000000000003,0.1,0.87,1.0,17
gabel.csv,0.32499999999999996,0.43999999999999995,0.2,0.6,0.5,14
gephex.csv,0.855,0.4,0.825,0.41,2.5,2
haggle.csv,0.185,0.565,0.12,0.7150000000000001,1.0,19
icescrum.csv,0.435,0.47,0.305,0.515,1.5,13
javaprofiler.csv,0.66,0.445,0.515,0.48,3.0,9
jchassis.csv,0.0,0.0,0.0,0.0,68.0,0
jgnash.csv,0.605,0.41500000000000004,0.44,0.395,2.0,4
octet.csv,0.445,0.435,0.39,0.56,2.5,8
openefm.csv,0.39,0.5,0.28,0.625,1.0,15
rcp-company-uibindings.csv,0.51,0.415,0.34,0.425,1.0,6
servicestack.csv,0.1,0.375,0.03,0.67,2.5,10
synecdoche.csv,0.49,0.465,0.41500000000000004,0.545,1.5,11
tmva.csv,0.925,0.415,0.91,0.42,2.0,3
wsmt.csv,0.12,0.45499999999999996,0.14500000000000002,0.84,2.0,16
