,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.83,0.4,0.89,0.9,0.0,0.43,0.57,0.53,0.89,0.37,0.86,0.71,0.57,0.5,0.36,0.88,0.32,0.5,0.6,0.9
autofac.csv,0.36,0.75,0.5,0.38,0.41,0.72,0.49,0.48,0.41,0.45,0.42,0.57,0.75,0.36,0.37,0.36,0.48,0.33,0.37,0.45
azureus.csv,0.46,0.39,0.38,0.44,0.42,0.38,0.45,0.4,0.49,0.53,0.45,0.42,0.41,0.42,0.44,0.6,0.33,0.36,0.39,0.78
coot.csv,0.72,0.0,0.87,0.47,0.41,0.71,0.62,0.64,0.52,0.47,0.5,0.57,0.8,0.44,0.43,0.4,0.68,0.44,0.55,0.52
cuberok.csv,0.39,0.51,0.42,0.57,0.56,0.59,0.71,0.6,0.52,0.59,0.57,0.74,0.56,0.51,0.44,0.9,0.64,0.71,0.56,0.55
dsworkbench.csv,0.5,0.48,0.83,0.93,0.91,0.56,0.89,0.8,0.98,0.97,0.0,0.0,0.0,0.95,0.0,0.89,0.86,0.94,0.97,0.88
gabel.csv,0.49,0.42,0.62,0.57,0.8,0.57,0.53,0.61,0.59,0.97,0.5,0.0,0.75,0.86,0.82,0.83,0.4,0.8,0.57,0.94
gephex.csv,0.41,0.36,0.36,0.56,0.71,0.37,0.41,0.44,0.45,0.38,0.41,0.47,0.4,0.5,0.4,0.46,0.3,0.39,0.37,0.51
haggle.csv,0.67,0.93,0.67,0.49,0.0,0.95,0.75,0.68,0.83,0.65,0.75,0.78,0.58,0.56,0.62,0.9,0.29,0.86,0.95,0.88
icescrum.csv,0.58,0.4,0.89,0.43,0.39,0.51,0.54,0.55,0.46,0.69,0.67,0.83,0.75,0.49,0.46,0.43,0.5,0.52,0.49,0.62
javaprofiler.csv,0.4,0.44,0.43,0.49,0.55,0.54,0.45,0.47,0.52,0.52,0.44,0.92,0.81,0.45,0.52,0.95,0.38,0.41,0.42,0.54
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.88,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.39,0.62,0.33,0.38,0.39,0.57,0.4,0.4,0.4,0.5,0.41,0.44,0.38,0.34,0.37,0.37,0.32,0.34,0.41,0.55
octet.csv,0.93,0.64,0.4,0.57,0.42,0.49,0.55,0.47,0.7,0.61,0.85,0.58,0.75,0.49,0.52,0.45,0.43,0.59,0.45,0.73
openefm.csv,0.46,0.52,0.64,0.53,0.45,0.46,0.77,0.61,0.52,0.55,0.0,0.8,0.8,0.65,0.91,0.64,0.34,0.83,0.96,0.71
rcp-company-uibindings.csv,0.6,0.37,0.46,0.4,0.41,0.42,0.5,0.47,0.45,0.51,0.42,0.0,0.48,0.37,0.38,0.36,0.47,0.39,0.43,0.88
servicestack.csv,0.92,0.94,0.79,0.92,0.0,0.92,0.93,0.67,0.0,0.95,0.5,0.0,0.62,0.0,0.67,0.0,0.86,0.0,0.95,0.0
synecdoche.csv,0.49,0.42,0.41,0.89,0.37,0.45,0.71,0.55,0.78,0.49,0.55,0.62,0.53,0.54,0.65,0.46,0.32,0.62,0.59,0.74
tmva.csv,0.36,0.39,0.32,0.48,0.86,0.39,0.42,0.45,0.49,0.39,0.44,0.45,0.41,0.42,0.45,0.79,0.32,0.88,0.39,0.42
wsmt.csv,0.94,0.85,0.5,0.93,0.75,0.92,0.9,0.97,0.83,0.98,0.89,0.63,0.57,0.88,0.65,0.83,0.86,0.67,0.63,0.69
