,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.33,0.78,0.28,0.09,0.05,0.6,0.8,0.5,0.04,0.91,0.29,0.0,0.41,0.03,0.31,0.05,0.68,0.0,0.29,0.11
autofac.csv,0.73,0.08,0.72,0.55,0.32,0.6,0.36,0.62,0.38,0.68,0.57,1.0,0.47,0.54,0.6,0.7,0.68,0.66,0.59,0.69
azureus.csv,0.58,0.64,0.59,0.49,0.73,0.88,0.44,0.88,0.46,0.71,0.71,0.0,0.53,0.54,0.54,0.5,0.84,0.9,0.71,0.2
coot.csv,0.3,0.0,0.34,0.49,0.59,0.36,0.44,0.75,0.34,0.73,0.71,1.0,0.0,0.49,0.74,0.72,0.37,0.55,0.69,0.73
cuberok.csv,0.82,0.52,0.69,0.69,0.64,0.68,0.4,0.88,0.63,0.54,0.43,1.0,0.53,0.48,0.91,0.32,0.26,0.38,0.66,0.65
dsworkbench.csv,0.0,0.8,0.14,0.12,0.23,0.44,0.28,0.0,0.27,0.12,0.14,0.0,0.0,0.21,0.0,0.08,0.32,0.21,0.15,0.08
gabel.csv,0.45,0.64,0.45,0.35,0.18,0.4,0.64,0.88,0.4,0.3,0.29,0.0,0.12,0.18,0.11,0.05,0.74,0.03,0.39,0.19
gephex.csv,0.85,1.0,0.86,0.81,0.5,1.0,1.0,0.75,0.98,0.98,0.71,0.0,0.88,0.69,0.6,0.92,0.95,0.97,0.75,0.56
haggle.csv,0.36,0.22,0.07,0.68,0.0,0.36,0.0,0.25,0.02,0.3,0.14,0.0,0.41,0.31,0.26,0.05,0.79,0.14,0.15,0.09
icescrum.csv,0.42,0.54,0.21,0.36,0.5,0.52,0.64,0.5,0.37,0.38,0.57,0.0,0.29,0.39,0.34,0.45,0.84,0.28,0.48,0.48
javaprofiler.csv,0.76,0.7,0.59,0.72,0.41,0.64,0.92,0.88,0.57,0.68,0.57,1.0,0.35,0.59,0.31,0.25,0.68,0.59,0.87,0.71
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.76,0.3,0.83,0.53,0.59,0.68,0.48,0.62,0.45,0.61,0.57,0.0,0.71,0.61,0.86,0.6,0.79,0.45,0.78,0.37
octet.csv,0.18,0.44,0.66,0.42,0.64,0.6,0.84,0.38,0.39,0.41,0.71,0.0,0.12,0.54,0.37,0.45,0.79,0.52,0.74,0.27
openefm.csv,0.73,0.5,0.31,0.38,0.45,0.84,0.44,0.75,0.4,0.54,0.0,1.0,0.24,0.34,0.14,0.32,0.79,0.21,0.11,0.31
rcp-company-uibindings.csv,0.3,0.82,0.45,0.53,0.59,0.56,0.4,0.5,0.45,0.57,0.43,0.0,0.47,0.55,0.29,0.65,0.53,0.52,0.86,0.17
servicestack.csv,0.12,0.22,0.31,0.15,0.0,0.2,0.2,0.0,0.0,0.11,0.14,0.0,0.76,0.0,0.06,0.0,0.21,0.0,0.09,0.01
synecdoche.csv,0.7,0.66,0.66,0.07,1.0,0.6,0.44,0.5,0.37,0.52,0.43,0.0,0.41,0.46,0.54,0.48,0.74,0.55,0.41,0.28
tmva.csv,1.0,0.92,0.93,1.0,0.41,1.0,1.0,1.0,0.78,0.95,1.0,0.0,1.0,0.49,0.69,0.25,0.84,0.21,1.0,0.75
wsmt.csv,0.24,0.28,0.48,0.11,0.09,0.12,0.08,0.12,0.02,0.09,0.43,1.0,0.47,0.06,0.77,0.08,0.05,0.03,0.61,0.55
