,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.61,0.14,0.69,0.49,0.58,0.48,0.6,0.59,0.41,0.54
gamestone.csv,0.12,0.87,0.19,0.38,0.24,0.0,0.04,0.19,0.0,0.1
gbif-providertoolkit.csv,0.55,0.0,0.36,0.27,0.78,0.67,0.54,0.68,0.27,0.46
heekscad.csv,0.76,0.64,0.62,0.61,0.63,0.53,0.66,0.6,0.74,0.67
igarden.csv,0.64,0.62,0.52,0.68,0.59,0.63,0.53,0.5,0.85,0.69
levent.csv,0.6,0.14,0.02,0.0,0.67,0.71,0.59,0.0,0.0,0.1
owlapi.csv,0.4,0.0,0.64,0.27,0.51,0.65,0.27,0.79,0.74,0.73
pnotepad.csv,0.61,0.69,0.62,0.13,0.39,0.6,0.61,0.36,0.0,0.88
quark.csv,0.64,0.29,0.48,0.19,0.41,0.02,0.04,0.52,0.88,0.27
xcsoar.csv,0.71,0.29,0.71,0.6,0.68,0.5,0.57,0.51,0.0,0.25
