,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.69,0.9,0.6,0.68,0.76,0.63,0.52,0.52,0.88,0.54
gamestone.csv,0.9,0.2,0.85,0.75,0.85,1.0,0.97,0.89,1.0,0.92
gbif-providertoolkit.csv,0.71,1.18,0.74,0.79,0.34,0.67,0.79,0.44,0.79,0.79
heekscad.csv,0.35,0.46,0.48,0.54,0.64,0.57,0.59,0.56,0.58,0.63
igarden.csv,0.44,0.52,0.57,0.45,0.55,0.58,0.71,0.65,0.46,0.43
levent.csv,0.71,0.89,0.98,1.0,0.66,0.42,0.69,1.0,1.0,0.92
owlapi.csv,0.9,1.02,0.6,0.81,0.82,0.57,0.93,0.32,0.54,0.53
pnotepad.csv,0.46,0.65,0.73,0.97,0.89,0.6,0.6,0.92,1.0,0.15
quark.csv,0.44,0.75,0.58,0.85,0.66,0.98,0.98,0.56,0.26,0.8
xcsoar.csv,0.38,0.76,0.4,0.65,0.51,0.63,0.55,0.63,1.0,0.79
