,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.52,0.92,0.41,0.51,0.37,0.48,0.53,0.45,0.37,0.62
gamestone.csv,0.88,0.53,0.95,0.55,0.75,0.0,0.5,0.91,0.8,0.8
gbif-providertoolkit.csv,0.64,0.73,0.85,0.95,0.52,0.46,0.48,0.53,0.92,0.69
heekscad.csv,0.37,0.53,0.43,0.46,0.4,0.37,0.42,0.43,0.38,0.38
igarden.csv,0.44,0.62,0.5,0.5,0.52,0.52,0.48,0.62,0.43,0.5
levent.csv,0.53,0.89,0.5,0.0,0.42,0.45,0.48,0.0,0.0,0.75
owlapi.csv,0.56,0.91,0.51,0.88,0.38,0.4,0.39,0.58,0.45,0.47
pnotepad.csv,0.42,0.53,0.37,0.31,0.36,0.43,0.41,0.5,0.34,0.39
quark.csv,0.42,0.83,0.61,0.92,0.93,0.0,0.88,0.76,0.56,0.77
xcsoar.csv,0.37,0.75,0.37,0.37,0.37,0.45,0.47,0.53,0.34,0.6
