,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.33,0.78,0.9,0.91,0.76,0.53,0.91,0.87,0.99,0.98,0.9,1.0,1.0,0.12,0.89,1.09,0.91,0.8
bionote.csv,0.97,0.92,0.85,1.0,0.98,0.95,1.0,1.0,0.92,0.99,0.94,0.81,0.12,0.9,0.97,0.9,0.9,1.0
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
bullet.csv,0.52,0.87,0.75,0.93,0.01,0.88,0.74,0.69,0.69,0.51,0.71,0.72,0.79,0.72,0.59,1.07,0.54,0.81
bulmages.csv,1.0,0.96,0.75,1.0,0.83,0.84,1.0,0.14,0.97,0.96,0.97,0.94,1.0,0.75,0.93,0.93,0.99,0.84
bwapi.csv,0.91,0.72,0.7,0.73,0.63,0.92,0.88,0.75,0.95,0.83,0.06,0.96,0.9,0.88,0.84,1.0,0.86,0.92
cubefs.csv,0.82,0.71,0.8,0.82,0.68,0.78,0.89,0.86,0.06,0.5,0.91,0.82,0.81,0.69,0.58,0.4,0.4,0.82
emisview.csv,1.01,0.83,1.0,0.13,0.8,0.71,1.0,0.78,0.95,0.88,0.66,0.81,0.45,0.91,0.7,0.86,0.78,0.82
java-gnome.csv,0.76,0.85,0.56,0.76,0.67,0.51,1.0,0.96,0.83,0.06,0.92,0.73,0.7,0.61,0.74,0.9,0.63,0.8
jgameai.csv,0.73,0.08,0.99,0.84,0.84,0.61,0.96,0.68,0.94,0.8,0.72,0.87,0.64,0.96,0.66,1.22,0.69,0.76
megasquirtavr.csv,0.84,0.68,0.25,1.0,1.0,1.0,1.0,0.92,0.55,0.47,0.97,0.96,1.0,0.97,0.84,0.03,0.75,0.96
mp-rechnungs-und-kundenverwaltung.csv,0.75,0.96,0.85,0.87,0.92,0.8,0.8,0.87,0.82,0.54,0.78,0.09,0.51,0.67,0.74,0.76,0.77,0.8
mptvseries.csv,0.53,0.72,0.54,0.46,0.63,0.11,0.68,0.69,0.83,0.96,0.79,0.65,0.44,0.61,0.93,0.5,0.72,0.71
oorexx.csv,0.51,0.77,0.85,0.8,0.6,0.85,0.79,0.6,0.68,0.81,0.69,0.79,0.75,0.65,0.66,1.09,0.82,0.07
somap.csv,1.0,1.0,0.99,0.88,1.0,1.01,1.0,0.99,1.0,1.0,0.97,0.98,1.0,1.0,0.17,0.14,1.0,1.0
tktoolkit.csv,0.99,0.77,1.0,0.89,0.79,0.56,0.04,0.75,1.0,1.0,0.87,0.72,0.91,0.78,0.69,0.71,0.85,0.68
xharbour.csv,0.05,0.89,0.68,0.76,0.82,0.94,0.9,0.96,0.94,1.0,0.89,0.88,0.89,0.91,1.0,1.02,1.0,1.01
