,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.42,0.75,0.88,0.8,0.64,0.8,0.83,0.92,0.75,0.5,0.92,0.86,0.0,0.83,0.88,0.5,0.83,0.69
bionote.csv,0.67,0.75,0.75,0.0,0.8,0.0,0.89,0.0,0.86,0.67,0.86,0.93,0.86,0.89,0.5,0.83,0.86,0.0
buddata-ebxml-registry.csv,0.39,0.48,0.53,0.3,0.38,0.34,0.4,0.44,0.41,0.38,0.46,0.35,0.37,0.43,0.34,0.32,0.34,0.38
bullet.csv,0.33,0.51,0.83,0.5,0.41,0.65,0.41,0.45,0.97,0.56,0.64,0.43,0.57,0.46,0.42,0.38,0.52,0.39
bulmages.csv,0.0,0.83,0.89,0.0,0.76,0.75,0.0,0.94,0.91,0.5,0.96,0.86,0.0,0.86,0.8,0.75,0.0,0.69
bwapi.csv,0.36,0.52,0.52,0.35,0.34,0.45,0.38,0.44,0.45,0.39,0.54,0.35,0.35,0.45,0.33,0.33,0.48,0.36
cubefs.csv,0.82,0.49,0.75,0.32,0.62,0.62,0.53,0.64,0.49,0.5,0.84,0.35,0.46,0.58,0.45,0.37,0.4,0.91
emisview.csv,0.42,0.94,0.0,0.67,0.94,0.57,0.0,0.94,0.83,0.91,0.64,0.9,0.56,0.94,0.67,0.88,0.93,0.91
java-gnome.csv,0.6,0.86,0.62,0.94,0.6,0.55,0.4,0.45,0.93,0.42,0.61,0.72,0.79,0.62,0.76,0.83,0.52,0.61
jgameai.csv,0.86,0.84,0.54,0.91,0.79,0.55,0.8,0.52,0.52,0.69,0.74,0.96,0.91,0.97,0.73,0.78,0.81,0.67
megasquirtavr.csv,0.42,0.41,0.8,0.31,0.39,0.35,0.4,0.48,0.54,0.42,0.47,0.35,0.37,0.44,0.35,0.3,0.33,0.4
mp-rechnungs-und-kundenverwaltung.csv,0.47,0.83,0.71,0.83,0.57,0.47,0.48,0.48,0.71,0.74,0.63,0.67,0.88,0.61,0.74,0.71,0.79,0.54
mptvseries.csv,0.39,0.63,0.56,0.47,0.53,0.59,0.47,0.51,0.45,0.88,0.64,0.57,0.52,0.61,0.45,0.41,0.61,0.52
oorexx.csv,0.37,0.63,0.75,0.32,0.45,0.67,0.96,0.46,0.47,0.88,0.74,0.4,0.44,0.64,0.48,0.47,0.4,0.51
somap.csv,0.39,0.48,0.53,0.35,0.38,0.41,0.4,0.43,0.41,0.38,0.46,0.35,0.37,0.43,0.36,0.34,0.35,0.38
tktoolkit.csv,0.86,0.6,0.53,0.42,0.44,0.48,0.95,0.44,0.43,0.39,0.53,0.49,0.41,0.61,0.41,0.71,0.56,0.63
xharbour.csv,0.39,0.5,0.54,0.4,0.38,0.34,0.41,0.44,0.43,0.39,0.53,0.4,0.42,0.44,0.33,0.35,0.33,0.4
