,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.95,0.27,0.25,0.4,0.82,0.9,0.33,0.23,0.25,0.5,0.92,0.0,0.0,0.77,1.0,0.97,1.0,0.56
bionote.csv,1.0,0.5,0.75,0.0,0.4,1.0,0.0,0.0,0.86,0.33,1.0,0.64,1.0,0.33,1.0,1.0,1.0,0.0
buddata-ebxml-registry.csv,0.82,0.29,0.22,0.3,0.76,0.38,0.13,0.21,0.69,0.78,0.78,0.32,0.13,0.19,0.92,0.98,1.0,0.59
bullet.csv,0.88,0.22,0.83,0.17,1.0,0.25,0.13,0.22,0.86,0.87,0.78,0.31,0.11,0.19,0.94,0.97,1.0,0.61
bulmages.csv,0.0,0.17,0.56,0.0,0.76,0.75,0.0,1.0,0.36,1.0,0.48,0.43,0.0,0.21,1.0,1.0,1.0,0.54
bwapi.csv,0.82,0.31,0.23,0.33,0.82,0.32,0.11,0.22,0.67,0.79,0.98,0.3,0.15,0.17,0.93,0.98,0.93,0.6
cubefs.csv,0.82,0.29,1.0,0.32,0.81,0.33,0.1,0.14,0.97,0.86,0.64,0.31,0.13,0.21,0.95,1.0,1.0,0.64
emisview.csv,0.79,0.31,0.0,0.95,0.82,0.38,0.0,0.29,0.67,0.73,0.8,0.34,0.28,0.18,0.93,1.0,1.0,0.64
java-gnome.csv,0.88,0.57,0.56,0.38,0.8,0.55,0.13,0.21,0.87,0.98,0.65,0.34,0.16,0.24,0.95,1.0,0.97,0.52
jgameai.csv,0.83,0.96,0.2,0.36,0.68,0.45,0.2,0.23,0.61,0.73,0.77,0.27,0.27,0.06,0.94,0.94,1.0,0.56
megasquirtavr.csv,0.84,0.31,1.0,0.29,0.75,0.37,0.13,0.21,0.79,0.87,0.78,0.32,0.13,0.19,0.93,1.0,0.95,0.58
mp-rechnungs-und-kundenverwaltung.csv,0.82,0.17,0.16,0.5,0.67,0.35,0.14,0.21,0.61,0.88,0.76,1.0,0.5,0.21,1.0,1.0,0.95,0.54
mptvseries.csv,0.92,0.29,0.3,0.47,0.82,1.0,0.14,0.22,0.69,0.5,0.76,0.38,0.24,0.24,0.89,1.0,0.96,0.59
oorexx.csv,0.92,0.26,0.17,0.33,0.82,0.28,0.22,0.26,0.71,0.76,0.81,0.29,0.13,0.24,0.94,0.97,0.94,0.97
somap.csv,0.82,0.29,0.21,0.3,0.76,0.29,0.13,0.2,0.69,0.78,0.78,0.32,0.13,0.19,0.99,1.0,0.94,0.58
tktoolkit.csv,0.43,0.33,0.22,0.23,0.77,0.48,1.0,0.22,0.69,0.77,0.77,0.32,0.13,0.17,0.94,1.0,0.93,0.68
xharbour.csv,0.99,0.27,0.27,0.33,0.78,0.38,0.12,0.21,0.7,0.78,0.76,0.3,0.13,0.2,0.92,0.98,0.94,0.55
