,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.16,0.65,0.08,0.06,0.19,0.03,0.03,0.12,0.09,0.06,0.03,0.07,0.0,0.06,0.0,1.0,0.0,0.28
bionote.csv,0.0,0.03,0.01,0.02,0.14,0.0,0.06,0.01,0.03,0.12,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.04
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
bullet.csv,0.42,0.68,0.01,0.57,0.0,0.48,0.67,0.5,0.12,0.31,0.39,0.6,0.48,0.62,0.5,1.0,0.0,0.8
bulmages.csv,0.0,0.08,0.05,0.0,0.19,0.03,0.0,0.0,0.21,0.0,0.33,0.04,0.02,0.26,0.0,0.0,0.0,0.24
bwapi.csv,0.89,0.67,0.63,0.7,0.62,0.84,0.85,0.71,0.94,0.81,0.06,0.95,0.9,0.85,0.83,1.0,0.75,0.92
cubefs.csv,0.21,0.57,0.0,0.81,0.29,0.45,0.78,0.6,0.06,0.38,0.25,0.78,0.77,0.34,0.33,0.0,0.0,0.16
emisview.csv,1.0,0.17,0.0,0.02,0.14,0.42,0.0,0.15,0.06,0.19,0.47,0.19,0.25,0.11,0.33,0.0,0.0,0.16
java-gnome.csv,0.16,0.05,0.1,0.19,0.33,0.29,1.0,0.96,0.06,0.06,0.67,0.3,0.31,0.39,0.17,0.0,0.25,0.44
jgameai.csv,0.32,0.02,0.99,0.13,0.52,0.52,0.03,0.61,0.85,0.44,0.56,0.19,0.15,0.23,0.33,1.0,0.0,0.48
megasquirtavr.csv,0.84,0.59,0.0,1.0,1.0,1.0,1.0,0.91,0.35,0.44,0.97,0.96,1.0,0.97,0.83,0.0,0.75,0.96
mp-rechnungs-und-kundenverwaltung.csv,0.68,0.08,0.64,0.06,0.76,0.71,0.79,0.86,0.47,0.25,0.69,0.0,0.08,0.58,0.0,0.0,0.25,0.64
mptvseries.csv,0.21,0.43,0.41,0.34,0.33,0.0,0.56,0.5,0.79,0.25,0.31,0.34,0.42,0.36,0.83,0.0,0.25,0.48
oorexx.csv,0.21,0.51,0.27,0.79,0.38,0.42,0.12,0.5,0.53,0.25,0.31,0.68,0.65,0.32,0.33,1.0,0.75,0.04
somap.csv,1.0,1.0,0.99,0.87,1.0,0.94,1.0,0.99,1.0,1.0,0.97,0.98,1.0,1.0,0.17,0.0,1.0,1.0
tktoolkit.csv,0.21,0.76,1.0,0.75,0.76,0.52,0.0,0.71,1.0,1.0,0.86,0.63,0.9,0.69,0.67,0.0,0.75,0.24
xharbour.csv,0.05,0.86,0.67,0.74,0.81,0.94,0.88,0.96,0.94,1.0,0.86,0.85,0.88,0.91,1.0,1.0,1.0,1.0
