,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.44,0.47,0.41,0.37,0.36,0.62,0.42,0.35,0.41,0.39,0.45,0.42,0.33,0.4
carabiner.csv,0.58,0.39,0.41,0.34,0.35,0.43,0.32,0.31,0.43,0.31,0.44,0.37,0.29,0.35
elvishrayrenderer.csv,0.46,0.83,0.34,0.52,0.37,0.62,0.52,0.93,0.61,0.58,0.93,0.53,0.41,0.8
fleet-simulator.csv,0.4,0.42,0.29,0.35,0.33,0.41,0.52,0.37,0.3,0.37,0.47,0.4,0.37,0.46
gmerlin.csv,0.0,0.42,0.27,0.35,0.34,0.4,0.33,0.42,0.38,0.39,0.46,0.32,0.36,0.42
gnome-jabber.csv,0.44,0.51,0.39,0.42,0.47,0.91,0.44,0.43,0.43,0.35,0.58,0.53,0.37,0.41
ipfilter.csv,0.46,0.76,0.43,0.39,0.43,0.44,0.53,0.6,0.4,0.44,0.46,0.56,0.39,0.72
irplus.csv,0.48,0.56,0.41,0.44,0.47,0.78,0.34,0.32,0.42,0.31,0.62,0.33,0.27,0.32
mevenide.csv,0.88,0.5,0.83,0.75,0.73,0.8,0.67,0.75,0.86,0.88,0.77,0.5,0.88,0.83
moving-pictures.csv,0.96,0.46,0.48,0.57,0.36,0.86,0.33,0.94,0.81,0.36,0.72,0.38,0.41,0.35
opensim4opencog.csv,0.53,0.42,0.42,0.46,0.38,0.75,0.34,0.31,0.32,0.34,0.4,0.36,0.35,0.37
rockbox.csv,0.89,0.5,0.5,0.58,0.83,0.65,0.41,0.39,0.58,0.75,0.62,0.57,0.38,0.35
ta3d.csv,0.83,0.0,0.5,0.85,0.83,0.68,0.57,0.0,0.72,0.52,0.85,0.45,0.5,0.0
xcmetadataservicestoolkit.csv,0.5,0.67,0.57,0.48,0.38,0.46,0.52,0.52,0.43,0.41,0.61,0.41,0.5,0.67
