,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.37,0.17,0.39,0.82,0.67,0.71,0.0,0.65,0.88,0.16,1.0,0.69,0.78,0.47
carabiner.csv,0.21,0.23,0.32,0.57,0.8,0.25,0.4,0.65,1.0,0.47,0.52,0.31,0.61,0.28
elvishrayrenderer.csv,0.88,0.03,0.81,0.27,0.47,0.14,1.0,0.15,0.0,0.84,0.09,0.75,0.22,0.06
fleet-simulator.csv,1.0,0.97,1.0,0.75,0.87,0.71,1.0,1.0,0.0,1.0,0.5,0.94,0.89,1.0
gmerlin.csv,0.0,0.69,0.81,0.68,0.73,0.76,0.4,0.35,0.75,0.32,0.88,0.62,0.83,0.78
gnome-jabber.csv,0.57,0.63,0.58,0.68,0.47,0.18,0.2,0.73,0.62,0.53,0.56,0.56,0.72,0.59
ipfilter.csv,0.64,0.69,0.55,0.89,0.53,0.88,1.0,0.52,0.38,0.05,0.99,0.69,0.94,0.66
irplus.csv,0.25,0.11,0.29,0.27,0.13,0.06,0.2,0.44,0.0,0.47,0.14,0.38,0.5,0.19
mevenide.csv,0.04,0.0,0.1,0.07,0.13,0.04,0.0,0.03,0.0,0.0,0.14,0.19,0.11,0.06
moving-pictures.csv,0.12,0.2,0.29,0.48,0.93,0.08,0.4,0.15,0.88,0.37,0.32,0.38,0.39,0.19
opensim4opencog.csv,0.25,0.17,0.32,0.3,0.47,0.14,0.4,0.61,0.0,0.68,0.51,0.38,0.33,0.25
rockbox.csv,0.15,0.31,0.29,0.32,0.13,0.35,0.2,0.52,0.12,0.21,0.28,0.19,0.44,0.34
ta3d.csv,0.03,0.0,0.03,0.16,0.07,0.41,0.0,0.0,0.88,0.16,0.14,0.56,0.0,0.0
xcmetadataservicestoolkit.csv,0.78,0.0,0.32,0.41,0.33,0.75,1.0,0.71,0.5,0.68,0.68,1.0,0.5,0.09
