,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.5,0.7,0.55,0.51,0.68,0.38,0.33,0.59,0.36,0.65,0.0,0.52,0.51,0.72
carabiner.csv,0.43,0.62,0.62,0.66,0.53,0.77,0.45,0.63,0.0,0.51,0.77,0.44,0.54,0.74
elvishrayrenderer.csv,0.37,0.33,0.45,0.48,0.56,0.46,0.0,0.19,0.38,0.34,0.25,0.45,0.75,0.19
fleet-simulator.csv,0.0,0.13,0.0,0.57,0.39,0.6,0.0,0.0,0.98,0.0,0.46,0.24,0.38,0.0
gmerlin.csv,0.0,0.57,0.52,0.6,0.58,0.6,0.46,0.68,0.57,0.51,0.4,0.66,0.46,0.57
gnome-jabber.csv,0.62,0.56,0.69,0.58,0.6,0.11,0.64,0.55,0.61,0.72,0.57,0.56,0.56,0.67
ipfilter.csv,0.68,0.35,0.59,0.35,0.65,0.4,0.0,0.56,0.7,0.96,0.05,0.56,0.24,0.4
irplus.csv,0.52,0.36,0.49,0.62,0.43,0.31,0.38,0.64,0.5,0.51,0.36,0.53,0.59,0.7
mevenide.csv,0.05,0.06,0.13,0.05,0.26,0.17,0.04,0.07,0.16,0.2,0.8,0.3,0.21,0.25
moving-pictures.csv,0.2,0.53,0.59,0.55,0.25,0.17,0.44,0.22,0.21,0.58,0.32,0.53,0.47,0.75
opensim4opencog.csv,0.55,0.55,0.59,0.55,0.49,0.27,0.39,0.65,0.68,0.44,0.68,0.49,0.53,0.61
rockbox.csv,0.16,0.42,0.49,0.44,0.12,0.4,0.32,0.47,0.38,0.2,0.51,0.35,0.41,0.76
ta3d.csv,0.05,0.0,0.05,0.28,0.33,0.35,0.29,0.0,0.24,0.44,0.32,0.62,0.07,0.0
xcmetadataservicestoolkit.csv,0.52,0.1,0.49,0.53,0.77,0.56,0.0,0.47,0.65,0.7,0.44,0.0,0.63,0.0
