,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.78,0.0,0.53,0.33,0.82,0.48
aztec.csv,0.66,0.79,0.14,0.07,0.75,0.53
mplayer-ce.csv,0.39,0.26,0.6,0.63,0.6,0.58
qmmp.csv,0.58,0.55,0.52,0.74,0.64,0.09
synergyspace.csv,0.13,0.1,0.66,0.1,0.14,0.41
xtreemfs.csv,0.4,0.72,0.45,0.28,0.84,0.13
