,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,99.0,593.0,378.0,284.5,99.0,99.0
aztec.csv,99.0,493.0,466.0,68.5,198.0,297.0
mplayer-ce.csv,99.0,394.5,292.5,478.0,99.0,98.5
qmmp.csv,99.0,593.0,292.5,185.0,99.0,297.0
synergyspace.csv,89.5,197.5,366.0,70.5,99.0,99.0
xtreemfs.csv,99.0,593.0,378.0,188.0,99.0,297.0
