,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.78,0.14,0.31,0.4,0.9,0.49
aztec.csv,0.66,0.36,0.14,0.12,0.83,0.57
mplayer-ce.csv,0.66,0.1,0.36,0.63,0.9,0.57
qmmp.csv,0.59,0.17,0.29,0.75,0.87,0.63
synergyspace.csv,0.2,0.12,0.49,0.14,0.22,0.45
xtreemfs.csv,0.69,0.2,0.32,0.34,0.9,0.62
