,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.8,1.0,0.54,0.29,0.86,0.45
aztec.csv,0.68,0.79,0.12,0.06,0.72,0.76
mplayer-ce.csv,0.89,0.62,0.81,0.71,0.93,0.56
qmmp.csv,0.64,0.54,0.54,0.73,0.87,1.0
synergyspace.csv,0.11,0.08,0.65,0.08,0.12,0.37
xtreemfs.csv,0.95,0.96,0.42,0.24,0.86,0.98
