,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.82,0.77,0.82,1.0,1.0,0.05
lazarus-ccr.csv,0.04,0.56,0.93,0.81,0.88,0.47
lcfizvtop.csv,0.89,0.3,0.27,0.18,0.0,0.05
migen.csv,0.25,0.0,0.09,0.25,0.06,0.26
mvnforum.csv,0.25,0.21,0.02,0.46,0.12,0.11
plplot.csv,0.61,0.44,0.3,0.0,0.27,0.11
