,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.83,0.79,0.82,1.0,1.0,0.05
lazarus-ccr.csv,0.05,0.75,0.96,0.81,0.88,0.51
lcfizvtop.csv,0.93,0.82,0.88,0.74,0.09,0.84
migen.csv,0.75,0.03,0.89,0.67,1.0,0.69
mvnforum.csv,0.71,0.74,0.06,0.85,0.83,0.86
plplot.csv,0.71,0.65,0.68,0.05,0.69,0.47
