,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.77,0.87,0.56,0.0,0.73,0.66,0.68
emulemorph.csv,0.83,1.0,0.67,0.85,0.77,0.94,0.0
htmlunit.csv,0.86,0.75,0.56,0.72,0.83,0.06,0.57
jvcl.csv,1.0,1.0,0.12,0.97,0.98,0.99,1.0
m-m-m.csv,0.74,0.74,0.99,0.99,0.0,0.96,0.86
nh3d.csv,1.0,0.0,0.73,0.67,0.78,0.78,0.57
wgs-assembler.csv,0.03,1.0,0.92,0.68,0.96,0.91,0.9
