,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.37,0.01,0.15,1.0,0.83,0.35,0.06
emulemorph.csv,0.41,0.0,0.11,0.2,0.81,0.15,1.0
htmlunit.csv,0.38,0.05,0.14,0.25,0.83,1.0,0.09
jvcl.csv,0.0,0.0,1.0,0.11,1.0,0.07,0.0
m-m-m.csv,0.34,0.01,0.1,0.25,1.0,0.3,0.05
nh3d.csv,0.0,1.0,0.13,0.3,1.0,0.44,0.09
wgs-assembler.csv,1.0,0.0,0.05,0.29,1.0,0.31,0.03
