,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.06,0.71,0.23,1.0,0.62,0.87,0.94,0.0,0.4,0.0
flexpay.csv,0.13,0.48,0.98,0.17,0.24,0.41,0.59,0.21,0.22,0.62
jstock.csv,0.11,0.77,0.24,0.5,1.0,0.75,0.85,0.93,0.29,1.0
keyczar.csv,0.21,0.5,0.2,0.27,0.17,0.36,0.6,0.24,0.17,1.0
modellus.csv,0.16,0.68,0.26,0.36,0.41,1.0,0.83,0.43,0.18,0.78
open-data-kit.csv,0.23,0.64,0.17,0.35,0.5,0.59,1.0,0.5,0.09,0.93
phet.csv,1.0,0.51,0.15,0.32,0.13,0.34,0.56,0.22,0.14,0.8
qtractor.csv,0.17,1.0,0.2,0.42,0.7,0.79,0.77,0.62,0.18,1.0
sumatrapdf.csv,0.13,0.62,0.22,0.29,1.0,0.67,0.68,0.33,0.26,0.88
synergyspace.csv,0.19,0.71,0.23,0.22,0.41,0.73,0.5,0.0,1.0,0.8
