,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.14,0.08,0.12,0.0,0.09,0.02,0.02,0.14,0.09,0.0
flexpay.csv,0.43,0.46,0.0,0.44,0.4,0.7,0.84,0.51,0.43,0.6
jstock.csv,0.11,0.12,0.13,0.09,0.0,0.05,0.05,0.02,0.05,0.0
keyczar.csv,0.14,0.5,0.11,0.37,0.82,0.16,0.32,0.37,0.1,0.0
modellus.csv,0.29,0.25,0.3,0.16,0.65,0.0,0.16,0.09,0.28,0.13
open-data-kit.csv,0.51,0.33,0.58,0.56,0.16,0.45,0.0,0.19,0.39,0.07
phet.csv,0.0,1.0,0.44,0.98,0.75,0.63,0.8,0.84,0.68,0.73
qtractor.csv,0.41,0.0,0.38,0.16,0.11,0.14,0.16,0.07,0.18,0.0
sumatrapdf.csv,0.51,0.58,0.37,0.56,0.0,0.35,0.43,0.23,0.51,0.13
synergyspace.csv,0.19,0.08,0.13,0.16,0.24,0.07,0.2,0.14,0.0,0.07
