,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.97,0.86,0.98,0.62,0.92,0.93,0.94,0.83,0.93,0.0
flexpay.csv,0.64,0.86,0.99,0.78,0.76,0.54,0.48,0.46,0.78,0.92
jstock.csv,0.96,0.62,0.99,0.88,0.5,0.94,0.92,0.79,0.86,0.0
keyczar.csv,0.97,0.5,0.98,0.55,0.44,0.95,0.77,0.52,0.92,0.43
modellus.csv,0.69,0.74,0.62,0.91,0.43,0.49,0.59,0.86,0.59,0.89
open-data-kit.csv,0.54,0.5,0.5,0.49,0.83,0.47,0.45,0.75,0.7,0.6
phet.csv,0.98,0.43,0.76,0.4,0.53,0.67,0.56,0.35,0.63,0.43
qtractor.csv,0.54,0.52,0.61,0.92,0.75,0.55,0.68,0.88,0.86,0.0
sumatrapdf.csv,0.45,0.51,0.61,0.65,0.66,0.48,0.56,0.6,0.62,0.71
synergyspace.csv,0.96,0.86,0.99,0.89,0.73,0.95,0.94,0.83,0.92,0.8
