,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.98,0.83,0.84,0.0,0.75,0.85,0.78,1.01,0.77,1.0
flexpay.csv,0.9,0.79,0.08,0.92,0.87,0.87,0.89,0.74,0.69,0.91
jstock.csv,0.96,0.65,0.81,0.81,0.94,0.86,0.86,0.02,0.92,0.98
keyczar.csv,0.9,0.76,0.87,0.81,1.08,0.92,0.79,0.72,0.93,0.04
modellus.csv,0.87,0.59,0.59,0.83,0.68,0.06,0.58,0.77,0.82,0.86
open-data-kit.csv,0.73,0.6,0.72,0.68,0.73,0.57,0.0,0.43,0.93,0.71
phet.csv,0.07,1.01,0.76,0.98,1.1,0.92,0.9,0.87,0.89,0.74
qtractor.csv,0.83,0.04,0.67,0.78,0.56,0.49,0.7,0.62,0.87,0.98
sumatrapdf.csv,0.91,0.61,0.64,0.77,0.06,0.46,0.64,0.66,0.6,0.7
synergyspace.csv,0.88,0.83,0.83,0.92,0.75,0.82,0.9,1.01,0.04,0.92
