,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,3.0,2.0,0.0,0.0,3.0,0.0,1.0,55.0,0.0,62.0
flexpay.csv,4.0,4.0,0.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0
jstock.csv,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyczar.csv,0.0,1.0,5.0,5.0,11.0,5.0,1.0,1.0,1.0,0.0
modellus.csv,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0
open-data-kit.csv,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,17.0,0.0
phet.csv,0.0,3.0,2.0,0.0,3.0,2.0,4.0,4.0,1.0,2.0
qtractor.csv,3.0,0.0,49.0,3.0,1.0,0.0,2.0,2.0,5.0,0.0
sumatrapdf.csv,7.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0
synergyspace.csv,7.0,1.0,3.0,0.0,0.0,1.0,1.0,55.0,0.0,0.0
