,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.1,0.4,0.15,0.31,0.39,0.95,0.25
kftpgrabber.csv,0.4,0.41,0.45,1.0,0.53,0.21,0.39
kindb.csv,0.72,0.63,0.94,0.73,0.65,0.27,0.75
m-a-d-n-e-s-s.csv,0.49,1.0,0.49,0.45,0.25,0.15,0.27
netatalk.csv,0.51,0.56,0.63,0.55,1.0,0.33,0.39
quickfast.csv,0.51,0.59,0.72,0.53,0.61,0.69,1.0
wow-qrsk.csv,0.97,0.28,0.25,0.51,0.25,0.33,0.35
