,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.11,0.22,0.67,0.53,0.24,1.0,0.91
kftpgrabber.csv,0.3,0.69,0.82,1.0,0.41,0.21,0.84
kindb.csv,0.31,0.4,0.97,0.49,0.43,0.13,0.77
m-a-d-n-e-s-s.csv,0.6,1.0,0.94,0.67,0.5,0.25,0.85
netatalk.csv,0.38,0.59,0.91,0.65,1.0,0.26,0.8
quickfast.csv,0.17,0.32,0.86,0.35,0.3,0.27,1.0
wow-qrsk.csv,0.99,0.32,1.0,0.3,0.6,0.19,0.88
