,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.09,0.28,0.2,0.36,0.29,0.97,0.34
kftpgrabber.csv,0.33,0.47,0.55,1.0,0.45,0.19,0.48
kindb.csv,0.45,0.49,0.96,0.6,0.51,0.17,0.77
m-a-d-n-e-s-s.csv,0.5,1.0,0.6,0.5,0.3,0.16,0.37
netatalk.csv,0.43,0.55,0.71,0.57,1.0,0.28,0.48
quickfast.csv,0.27,0.44,0.77,0.42,0.43,0.42,1.0
wow-qrsk.csv,0.97,0.27,0.34,0.4,0.32,0.23,0.44
