,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.93,0.85,0.89,0.74,0.77,0.06,0.79
kftpgrabber.csv,0.67,0.64,0.62,0.0,0.57,0.84,0.67
kindb.csv,0.46,0.54,0.09,0.45,0.48,0.86,0.42
m-a-d-n-e-s-s.csv,0.57,0.0,0.56,0.61,0.79,0.89,0.77
netatalk.csv,0.55,0.5,0.43,0.52,0.0,0.74,0.67
quickfast.csv,0.78,0.71,0.39,0.67,0.67,0.66,0.0
wow-qrsk.csv,0.04,0.79,0.79,0.79,0.79,0.78,0.7
