,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,80.0,0.0,1.0,2.0,6.0,0.0,0.0
kftpgrabber.csv,6.0,3.0,1.0,0.0,1.0,1.0,0.0
kindb.csv,6.0,0.0,0.0,2.0,0.0,10.0,0.0
m-a-d-n-e-s-s.csv,4.0,0.0,1.0,1.0,3.0,3.0,0.0
netatalk.csv,29.0,0.0,0.0,1.0,0.0,0.0,0.0
quickfast.csv,86.0,10.0,2.0,10.0,1.0,6.0,0.0
wow-qrsk.csv,0.0,10.0,0.0,14.0,0.0,3.0,0.0
