,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.67,0.5,0.6,0.99,0.68,0.55,0.58,0.6,0.5,0.89,0.95,0.41,0.47,0.7,0.95,0.93,0.53,0.42,0.89
alpine.csv,0.54,0.43,0.37,0.5,0.26,0.42,0.55,0.75,0.42,0.38,0.67,0.79,0.37,0.46,0.57,0.38,0.91,0.43,0.38,0.44
enzo.csv,0.39,0.38,0.38,0.4,0.26,0.4,0.29,0.42,0.34,0.5,0.31,0.41,0.36,0.38,0.47,0.32,0.35,0.37,0.33,0.43
flylinkdc.csv,0.37,0.5,0.45,0.42,0.28,0.44,0.53,0.48,0.6,0.46,0.48,0.51,0.52,0.47,0.74,0.4,0.58,0.42,0.41,0.58
fw4spl.csv,0.52,0.44,0.71,0.7,0.52,0.59,0.45,0.66,0.4,0.5,0.47,0.45,0.36,0.5,0.79,0.38,0.44,0.44,0.48,0.51
grisbi.csv,0.35,0.41,0.4,0.42,0.26,0.42,0.3,0.41,0.42,0.36,0.3,0.45,0.36,0.48,0.55,0.39,0.43,0.37,0.41,0.52
jcae.csv,0.0,0.69,0.5,0.84,0.91,0.76,0.58,0.48,0.0,0.75,0.48,0.8,0.79,0.64,0.83,0.96,0.0,0.95,0.63,0.0
jcl.csv,0.52,0.95,0.46,0.52,0.29,0.44,0.92,0.63,0.66,0.67,0.93,0.97,0.67,0.92,0.47,0.9,0.7,0.5,0.79,0.63
libarchive.csv,0.37,0.34,0.42,0.39,0.44,0.4,0.29,0.39,0.32,0.34,0.27,0.35,0.39,0.38,0.59,0.33,0.36,0.37,0.31,0.44
mimosa.csv,0.41,0.54,0.45,0.45,0.26,0.38,0.46,0.43,0.46,0.59,0.55,0.53,0.37,0.81,0.54,0.51,0.55,0.44,0.53,0.47
n2cms.csv,0.37,0.38,0.33,0.41,0.42,0.6,0.3,0.98,0.37,0.44,0.28,0.39,0.61,0.56,0.62,0.46,0.44,0.35,0.41,0.43
nabu-library.csv,0.41,0.4,0.68,0.63,0.75,0.73,0.53,0.67,0.55,0.63,0.0,0.4,0.0,0.92,0.53,0.51,0.53,0.53,0.53,0.97
net-snmp.csv,0.45,0.33,0.38,0.56,0.26,0.51,0.38,0.39,0.45,0.51,0.32,0.44,0.38,0.36,0.79,0.51,0.84,0.68,0.47,0.5
ossbuild.csv,0.57,0.77,0.4,0.57,0.79,0.5,0.91,0.62,0.98,0.74,0.9,0.9,0.43,0.61,0.71,0.89,0.95,0.93,0.71,0.73
quickfast.csv,0.4,0.4,0.35,0.4,0.28,0.35,0.29,0.41,0.35,0.42,0.28,0.34,0.73,0.41,0.45,0.43,0.43,0.37,0.34,0.43
tcvp.csv,0.0,0.67,0.75,0.0,0.0,0.75,0.0,0.92,0.0,0.0,0.0,0.0,0.76,0.0,0.94,0.0,0.0,0.5,0.67,0.0
vdsf.csv,0.43,0.46,0.45,0.45,0.99,0.51,0.36,0.84,0.44,0.42,0.35,0.43,0.88,0.58,0.93,0.45,0.44,0.58,0.46,0.46
virtuoso.csv,0.4,0.41,0.47,0.4,0.99,0.4,0.31,0.41,0.8,0.39,0.35,0.42,0.36,0.42,0.56,0.56,0.43,0.41,0.73,0.72
xbrlapi.csv,0.9,0.93,0.48,0.91,0.0,0.74,0.94,0.62,0.0,0.73,0.47,0.91,0.0,0.67,0.85,0.0,0.9,0.83,0.89,0.0
yarp.csv,0.75,0.9,0.76,0.75,1.0,0.67,0.93,0.99,0.0,0.69,0.67,0.92,0.9,0.67,0.79,0.0,0.53,0.6,0.92,0.5
