,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.0,0.0,0.0,101.0,4.0,0.0,97.0,5.0,0.0,8.0,6.0,49.0,0.0,62.0,69.0,6.0,1.0
baadengine.csv,0.0,2.0,0.0,45.0,1.0,1.0,11.0,1.0,0.0,8.0,6.0,24.0,9.0,7.0,0.0,3.0,0.0
bibedt.csv,0.0,8.0,0.0,13.0,0.0,0.0,0.0,8.0,5.0,0.0,4.0,49.0,0.0,7.0,0.0,0.0,2.0
exl.csv,0.0,0.0,0.0,26.0,0.0,0.0,5.0,8.0,10.0,1.0,9.0,6.0,2.0,6.0,1.0,3.0,0.0
gdis.csv,0.0,3.0,0.0,42.0,2.0,0.0,10.0,1.0,0.0,2.0,8.0,20.0,2.0,11.0,0.0,2.0,0.0
gogoego.csv,1.0,69.0,0.0,101.0,1.0,1.0,1.0,0.0,0.0,1.0,18.0,8.0,4.0,10.0,0.0,3.0,1.0
httpcontentparser.csv,1.0,69.0,0.0,101.0,4.0,0.0,1.0,5.0,3.0,0.0,0.0,49.0,7.0,16.0,0.0,3.0,0.0
jaxlib.csv,1.0,69.0,0.0,101.0,0.0,88.0,0.0,0.0,339.0,76.0,1.0,0.0,50.0,62.0,0.0,0.0,0.0
jgameai.csv,0.0,3.0,0.0,101.0,1.0,0.0,11.0,4.0,2.0,2.0,6.0,2.0,4.0,2.0,0.0,4.0,1.0
jhotdraw.csv,1.0,69.0,0.0,101.0,3.0,0.0,2.0,3.0,0.0,2.0,15.0,49.0,50.0,62.0,0.0,3.0,0.0
loki-lib.csv,1.0,69.0,0.0,23.0,1.0,0.0,11.0,2.0,12.0,0.0,49.0,12.0,2.0,0.0,3.0,0.0,0.0
patterntesting.csv,1.0,3.0,0.0,101.0,0.0,8.0,2.0,1.0,5.0,0.0,5.0,15.0,0.0,9.0,1.0,1.0,0.0
pokeglobal.csv,0.0,3.0,0.0,35.0,0.0,1.0,1.0,2.0,3.0,6.0,3.0,21.0,5.0,4.0,0.0,2.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,15.0,0.0,4.0,0.0
xbg.csv,1.0,69.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,187.0,49.0,50.0,0.0,0.0,9.0,2.0
zealos.csv,1.0,1.0,0.0,19.0,4.0,1.0,0.0,5.0,0.0,6.0,6.0,7.0,2.0,8.0,0.0,5.0,2.0
