,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.17,0.0,0.0,0.42,0.21,0.32,0.0,0.12,0.02,0.32,0.14,0.02,0.05,0.2,0.0,0.22,0.54
baadengine.csv,0.01,0.75,1.0,0.59,0.62,0.48,0.99,0.81,0.94,0.96,0.55,0.98,0.78,0.33,1.0,0.41,0.38
bibedt.csv,0.16,0.18,0.75,0.25,0.31,0.44,0.16,0.25,0.23,0.02,0.32,0.12,0.0,0.16,0.08,0.04,0.23
exl.csv,0.27,0.37,1.0,0.36,0.34,0.49,0.47,0.5,0.5,0.13,0.44,0.19,0.22,0.25,0.46,0.33,0.0
gdis.csv,0.6,0.55,1.0,0.52,0.76,0.48,0.81,0.84,0.95,0.83,0.7,0.9,0.68,0.47,0.08,0.59,0.92
gogoego.csv,0.51,0.25,0.0,0.18,0.07,0.3,0.38,0.0,0.19,0.28,0.14,0.52,0.49,0.31,1.0,0.61,0.23
httpcontentparser.csv,0.36,0.06,0.25,0.02,0.45,0.4,0.04,0.16,0.05,0.0,0.01,0.08,0.44,0.49,0.69,0.7,0.54
jaxlib.csv,0.01,0.03,0.0,0.04,0.0,0.03,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
jgameai.csv,0.1,0.34,0.25,0.39,0.45,0.02,1.0,0.43,0.13,0.7,0.33,0.08,0.27,0.05,0.0,0.85,0.85
jhotdraw.csv,0.18,0.12,0.25,0.24,0.62,0.33,0.06,0.18,0.0,0.15,0.25,0.06,0.39,0.47,0.54,0.59,0.15
loki-lib.csv,0.51,0.49,1.0,0.39,0.28,0.59,0.97,0.47,0.45,0.45,0.52,0.6,0.78,0.35,0.77,0.0,0.0
patterntesting.csv,0.18,0.68,0.75,0.43,0.38,0.17,0.25,0.48,0.3,0.02,0.51,0.65,0.51,0.22,0.31,0.28,0.31
pokeglobal.csv,0.5,0.52,0.5,0.49,0.0,0.49,0.29,0.53,0.72,0.77,0.3,0.9,0.34,0.2,0.38,0.22,0.08
werx.csv,0.99,0.97,0.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0
xbg.csv,0.56,0.03,0.25,0.05,0.14,0.03,0.04,0.09,0.22,0.06,0.12,0.29,0.02,0.0,0.15,0.24,0.15
zealos.csv,0.42,0.4,0.5,0.3,0.48,0.44,0.03,0.52,0.42,0.36,0.54,0.23,0.44,0.42,0.62,0.48,0.54
