,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.41,0.87,0.39,0.29,0.45,0.46,0.34
libtorrent.csv,0.46,0.53,0.6,0.68,0.57,0.75,0.71
mcmc-jags.csv,0.53,0.58,0.42,0.92,0.59,0.59,0.49
nebuladevice.csv,0.54,0.26,0.0,0.63,0.01,0.43,0.79
olap-navigator.csv,0.87,0.44,0.63,0.51,0.61,0.42,0.71
pidgin.csv,0.35,0.51,0.55,0.09,0.74,0.51,0.44
sepgsql.csv,0.64,0.59,0.78,0.38,0.68,0.44,0.16
