,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,0.72,0.78,0.77,0.67,0.6,0.42,0.8,0.7,0.55,0.6,0.0,0.65,0.55,0.85,0.63,0.79
biodwh.csv,0.87,0.94,0.85,0.89,1.0,1.0,0.97,0.91,1.0,0.98,0.95,0.93,0.92,0.0,0.9,0.94
bloodycore.csv,0.8,0.62,0.92,0.11,0.94,0.96,0.85,0.87,0.79,0.73,0.97,0.81,0.79,0.71,0.97,1.0
blue-c.csv,0.65,0.66,0.58,0.62,0.68,0.0,0.81,0.59,0.53,0.7,0.57,0.57,0.62,0.72,0.65,0.59
etics.csv,0.69,0.76,0.08,0.71,0.72,0.57,0.75,0.69,0.75,0.93,0.72,0.75,0.6,0.47,0.68,0.57
flexpay.csv,0.92,0.81,1.08,0.82,0.92,0.9,0.85,0.09,0.99,0.73,0.89,0.87,0.86,0.72,0.97,1.04
flylegacy.csv,0.8,0.09,0.78,0.61,0.79,1.0,0.91,0.71,0.82,0.87,0.87,0.7,0.77,0.68,0.71,0.82
ftm.csv,0.66,0.67,0.85,0.61,0.58,0.48,0.84,0.82,0.55,0.73,0.74,0.53,0.6,0.86,0.07,0.83
gzigzag.csv,0.79,0.86,0.69,0.9,0.07,0.83,0.88,0.88,0.87,0.76,0.94,0.85,0.9,0.92,0.7,1.01
img-browse-sort.csv,0.7,0.86,0.67,0.67,0.66,0.42,0.74,0.68,0.94,0.69,0.54,0.08,0.88,0.5,0.6,0.39
jcache.csv,0.71,0.74,1.0,0.86,0.67,0.95,0.62,0.73,0.86,0.89,0.65,0.86,0.88,0.79,0.94,0.02
jguard.csv,0.74,0.73,0.85,0.73,0.78,0.52,0.0,0.73,0.64,0.74,0.68,0.68,0.81,0.75,0.92,0.69
ppcboot.csv,0.71,0.63,0.58,0.74,0.63,0.67,0.83,0.65,0.51,0.04,0.56,0.75,0.65,0.69,0.62,0.57
qdvdauthor.csv,0.65,0.75,0.49,0.79,0.77,0.49,0.67,0.86,0.57,0.99,0.66,0.88,0.03,1.01,0.76,0.83
reactos-mirror.csv,0.03,0.74,0.86,0.82,0.78,0.56,0.66,0.89,0.75,0.84,0.85,0.75,0.6,0.85,0.8,0.96
unbvision.csv,0.92,0.59,0.93,0.8,0.55,0.92,0.8,0.6,0.03,0.87,0.73,0.59,0.75,0.72,0.67,0.61
