,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.67,0.0,0.44,0.47,0.33,0.35,1.0,0.27,0.45,0.54,0.46,0.62,0.44
gamestone.csv,0.25,1.0,0.33,0.16,0.09,0.11,0.22,0.18,0.08,0.22,0.33,0.23,0.3
gbif-providertoolkit.csv,0.38,0.0,0.16,0.14,0.96,0.51,0.36,0.42,0.1,0.39,0.12,0.49,0.25
growl-for-windows.csv,0.76,0.29,0.65,0.42,0.36,0.68,0.5,0.56,0.38,0.77,0.67,1.0,0.51
gss.csv,0.59,0.35,0.6,0.4,0.36,0.47,0.46,0.45,0.35,0.58,0.98,0.49,0.52
heekscad.csv,0.99,0.36,0.66,0.51,0.36,0.68,0.51,0.46,0.35,0.74,0.6,0.46,0.5
igarden.csv,0.39,0.2,0.29,0.95,0.22,0.14,0.56,0.15,0.26,0.31,0.33,0.54,0.36
levent.csv,0.7,0.32,0.61,0.48,0.33,0.97,0.54,0.48,0.37,0.72,0.47,0.52,0.43
openmsx.csv,0.75,0.26,0.6,0.47,0.37,0.67,0.51,0.97,0.31,0.78,0.61,0.8,0.45
pnotepad.csv,0.81,0.28,0.66,0.49,0.3,0.76,0.53,0.52,0.35,0.99,0.71,0.78,0.6
quark.csv,0.37,0.0,0.42,0.21,0.11,0.0,0.32,0.26,0.92,0.15,0.33,0.1,0.25
tango-cs.csv,0.67,0.13,0.51,0.39,0.22,0.23,0.28,0.4,0.35,0.58,0.53,0.48,0.95
xcsoar.csv,0.7,0.14,0.98,0.39,0.27,0.52,0.46,0.52,0.42,0.55,0.5,0.75,0.5
