,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.54,0.94,0.78,0.75,0.83,0.79,0.62,0.96,0.56,0.73,0.78,0.95,0.63
gamestone.csv,0.79,0.88,0.78,0.89,0.89,0.75,0.83,0.81,0.82,0.83,0.83,0.88,0.6
gbif-providertoolkit.csv,0.86,0.92,0.86,0.92,0.92,0.86,0.86,0.97,0.86,0.85,0.67,0.92,0.92
growl-for-windows.csv,0.47,0.41,0.43,0.43,0.53,0.55,0.39,0.52,0.4,0.49,0.44,0.56,0.35
gss.csv,0.51,0.54,0.39,0.52,0.36,0.59,0.29,0.5,0.36,0.57,0.41,0.43,0.35
heekscad.csv,0.43,0.4,0.33,0.31,0.36,0.38,0.35,0.39,0.42,0.43,0.53,0.4,0.34
igarden.csv,0.9,0.5,0.92,0.75,0.75,0.86,0.91,0.92,0.9,0.9,0.83,0.94,0.95
levent.csv,0.45,0.6,0.42,0.39,0.39,0.5,0.42,0.51,0.39,0.43,0.77,0.41,0.57
openmsx.csv,0.46,0.43,0.49,0.35,0.53,0.58,0.43,0.69,0.41,0.45,0.41,0.65,0.44
pnotepad.csv,0.45,0.6,0.38,0.33,0.36,0.38,0.3,0.41,0.32,0.4,0.35,0.47,0.35
quark.csv,0.8,0.83,0.76,0.88,0.8,0.0,0.75,0.95,0.85,0.8,0.75,0.67,0.94
tango-cs.csv,0.52,0.61,0.72,0.51,0.78,0.83,0.88,0.68,0.36,0.57,0.58,0.94,0.59
xcsoar.csv,0.4,0.55,0.48,0.46,0.43,0.55,0.41,0.6,0.38,0.56,0.56,0.49,0.41
