,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,2.0,59.0,1.0,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
gamestone.csv,2.0,0.0,3.0,0.0,6.0,1.0,1.0,5.0,10.0,0.0,0.0,1.0,5.0
gbif-providertoolkit.csv,3.0,59.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
growl-for-windows.csv,4.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0
gss.csv,4.0,10.0,1.0,5.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,1.0
heekscad.csv,0.0,10.0,0.0,0.0,17.0,0.0,1.0,5.0,5.0,0.0,0.0,2.0,3.0
igarden.csv,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
levent.csv,2.0,17.0,1.0,2.0,22.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,6.0
openmsx.csv,4.0,10.0,2.0,3.0,3.0,1.0,1.0,0.0,14.0,1.0,1.0,0.0,0.0
pnotepad.csv,4.0,19.0,0.0,3.0,2.0,0.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0
quark.csv,0.0,59.0,1.0,4.0,4.0,71.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
tango-cs.csv,2.0,16.0,0.0,2.0,0.0,1.0,2.0,2.0,15.0,0.0,1.0,0.0,0.0
xcsoar.csv,0.0,14.0,0.0,1.0,24.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0
