,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.64,0.0,0.39,0.45,0.5,0.22,1.0,0.18,0.69,0.42,0.37,0.47,0.44
gamestone.csv,0.16,1.0,0.23,0.13,0.07,0.06,0.14,0.12,0.08,0.12,0.2,0.14,0.27
gbif-providertoolkit.csv,0.26,0.0,0.09,0.1,0.93,0.37,0.24,0.34,0.08,0.25,0.07,0.33,0.16
growl-for-windows.csv,0.88,0.88,0.71,0.61,0.79,0.63,0.62,0.69,0.85,0.67,0.63,1.0,0.73
gss.csv,0.55,0.75,0.75,0.52,0.71,0.37,0.62,0.49,1.0,0.42,0.97,0.39,0.62
heekscad.csv,0.99,0.75,0.8,0.87,0.71,0.63,0.67,0.57,0.69,0.6,0.47,0.39,0.71
igarden.csv,0.25,0.12,0.18,0.9,0.14,0.08,0.43,0.09,0.23,0.19,0.2,0.39,0.27
levent.csv,0.68,0.75,0.79,0.71,0.71,0.96,0.67,0.52,0.85,0.62,0.33,0.47,0.42
openmsx.csv,0.87,1.0,0.64,0.87,0.79,0.69,0.62,0.94,0.77,0.75,0.63,0.78,0.64
pnotepad.csv,0.97,0.75,0.98,1.0,0.93,0.76,0.86,0.72,1.0,0.98,0.87,0.86,0.87
quark.csv,0.23,0.0,0.32,0.13,0.07,0.0,0.19,0.17,0.92,0.08,0.23,0.06,0.18
tango-cs.csv,0.62,0.25,0.43,0.45,0.29,0.14,0.19,0.38,1.0,0.46,0.43,0.36,0.96
xcsoar.csv,0.61,0.25,0.98,0.45,0.5,0.37,0.52,0.54,0.85,0.38,0.4,0.81,0.56
