,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.45,0.31,0.32,0.19,0.33,0.13,0.0,0.14,0.35,0.6,0.35,0.11,0.38
gamestone.csv,0.15,0.0,0.14,0.21,0.12,0.04,0.1,0.19,0.19,0.0,0.0,0.17,0.33
gbif-providertoolkit.csv,0.19,0.25,0.03,0.12,0.0,0.13,0.07,0.19,0.12,0.1,0.05,0.06,0.07
growl-for-windows.csv,0.72,0.65,0.38,0.57,0.54,0.48,0.6,0.53,0.65,0.3,0.4,0.0,0.75
gss.csv,0.49,0.38,0.58,0.47,0.48,0.39,0.73,0.49,0.92,0.1,0.0,0.39,0.51
heekscad.csv,0.02,0.37,0.51,0.67,0.48,0.48,0.67,0.63,0.56,0.1,0.15,0.61,0.72
igarden.csv,0.04,0.02,0.04,0.0,0.03,0.13,0.07,0.07,0.13,0.1,0.0,0.11,0.14
levent.csv,0.4,0.46,0.63,0.54,0.54,0.04,0.57,0.45,0.67,0.5,0.15,0.67,0.36
openmsx.csv,0.72,0.87,0.41,0.79,0.51,0.83,0.57,0.0,0.79,0.8,0.65,0.33,0.8
pnotepad.csv,0.72,0.56,0.79,0.89,0.9,0.48,0.97,0.72,0.94,0.0,0.85,0.67,0.67
quark.csv,0.04,0.12,0.15,0.06,0.06,0.0,0.0,0.09,0.02,0.1,0.25,0.06,0.14
tango-cs.csv,0.38,0.4,0.21,0.38,0.28,0.22,0.13,0.36,0.92,0.6,0.3,0.28,0.04
xcsoar.csv,0.21,0.35,0.01,0.38,0.45,0.09,0.53,0.37,0.56,0.0,0.3,0.67,0.45
