,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,all-plasm.csv,openmsx.csv,quark.csv,pnotepad.csv,gss.csv,growl-for-windows.csv,tango-cs.csv
all-plasm.csv,0.58,1.05,0.69,0.58,0.6,0.79,0.0,0.83,0.46,0.84,0.72,0.54,0.67
gamestone.csv,0.86,0.0,0.78,0.9,0.94,0.94,0.86,0.9,0.94,0.88,0.8,0.88,0.81
gbif-providertoolkit.csv,0.76,1.03,0.91,0.91,0.07,0.65,0.76,0.69,0.93,0.76,0.93,0.67,0.85
growl-for-windows.csv,0.73,0.67,0.48,0.69,0.58,0.6,0.71,0.61,0.67,0.45,0.54,0.0,0.8
gss.csv,0.67,0.46,0.63,0.68,0.56,0.74,0.83,0.71,0.92,0.59,0.03,0.72,0.63
heekscad.csv,0.02,0.44,0.54,0.68,0.56,0.6,0.75,0.76,0.64,0.41,0.55,0.86,0.78
igarden.csv,0.75,0.88,0.82,0.1,0.86,0.93,0.58,0.91,0.78,0.82,0.8,0.62,0.75
levent.csv,0.52,0.52,0.67,0.61,0.61,0.06,0.66,0.65,0.69,0.62,0.68,0.85,0.68
openmsx.csv,0.73,0.87,0.54,0.8,0.55,0.88,0.68,0.06,0.82,0.84,0.75,0.4,0.87
pnotepad.csv,0.72,0.61,0.79,0.89,0.9,0.54,0.98,0.77,0.94,0.02,0.86,0.68,0.68
quark.csv,0.77,1.01,0.7,0.87,0.93,1.0,0.81,0.84,0.08,0.92,0.81,0.95,0.83
tango-cs.csv,0.54,0.85,0.61,0.66,0.77,0.88,0.82,0.71,0.92,0.81,0.64,0.7,0.06
xcsoar.csv,0.44,0.83,0.02,0.66,0.67,0.64,0.71,0.59,0.58,0.62,0.67,0.69,0.63
