,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.42,0.5,0.0,0.45,0.72,0.61,0.59,0.86
ibatisdb.csv,0.38,0.5,0.36,0.2,0.44,0.2,0.2,0.64
log4net.csv,0.2,0.3,0.14,0.12,0.36,0.09,0.21,0.36
ofbiz.csv,0.73,0.4,0.5,0.66,0.74,0.38,0.57,0.57
opensim4opencog.csv,0.22,0.5,0.43,0.44,0.25,0.33,0.25,0.64
openwbem.csv,0.27,0.8,0.29,0.64,0.24,0.52,0.86,0.5
power-architect.csv,0.87,1.0,0.36,0.74,0.95,0.45,0.68,0.14
x-ray-mule.csv,0.16,0.3,0.5,0.57,0.13,0.74,0.21,0.29
