,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.0,1.0,1.0,18.0,0.0,0.0,3.0,4.0,397.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
amygdala.csv,1.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0,414.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,116.0
awemud.csv,1.0,0.0,6.0,0.0,0.0,0.0,18.0,1.0,617.0,52.0,8.0,0.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
bullet.csv,3.0,1.0,2.0,1.0,1.0,0.0,1.0,15.0,37.0,52.0,2.0,2.0,45.0,4.0,1.0,5.0,0.0,1.0,1.0,6.0
customwars.csv,0.0,2.0,8.0,0.0,1.0,0.0,3.0,5.0,151.0,52.0,0.0,0.0,14.0,7.0,0.0,4.0,1.0,3.0,2.0,0.0
dvd-create.csv,2.0,3.0,1.0,1.0,0.0,0.0,8.0,4.0,1291.0,52.0,21.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0
gbif-indexingtoolkit.csv,1.0,3.0,0.0,1.0,0.0,2.0,10.0,0.0,1797.0,52.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0
go.csv,2.0,0.0,0.0,33.0,0.0,0.0,4.0,4.0,477.0,52.0,14.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
growl-for-windows.csv,0.0,123.0,3.0,181.0,91.0,0.0,3.0,0.0,2488.0,52.0,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,248.0,0.0
gss.csv,0.0,1.0,1.0,0.0,0.0,1.0,3.0,6.0,630.0,52.0,15.0,0.0,37.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0
kwave.csv,2.0,4.0,0.0,1.0,0.0,4.0,8.0,1.0,1106.0,2.0,17.0,3.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
libarchive.csv,1.0,3.0,0.0,1.0,0.0,0.0,11.0,4.0,487.0,0.0,20.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
linux-ntfs.csv,2.0,2.0,3.0,3.0,1.0,0.0,12.0,2.0,13.0,15.0,12.0,2.0,24.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0
lsb.csv,1.0,3.0,0.0,0.0,0.0,2.0,5.0,4.0,404.0,52.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
mpgravity.csv,2.0,0.0,3.0,1.0,0.0,0.0,6.0,2.0,2488.0,0.0,1.0,2.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
nativeclient.csv,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,503.0,3.0,1.0,1.0,5.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
qcad2.csv,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,914.0,1.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
qtwin.csv,2.0,123.0,71.0,181.0,91.0,2.0,0.0,5.0,30.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,116.0
roller.csv,1.0,2.0,0.0,1.0,0.0,2.0,9.0,1.0,1543.0,2.0,6.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0
xinity.csv,2.0,4.0,0.0,1.0,0.0,2.0,11.0,10.0,1661.0,2.0,9.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0
