,f1,g,recall,precision,pf,wins
acdk.csv,0.42000000000000004,0.48,0.445,0.655,0.21000000000000002,10
amygdala.csv,0.28500000000000003,0.325,0.31,0.505,0.255,3
awemud.csv,0.51,0.52,0.615,0.565,0.395,11
bullet.csv,0.45,0.43,0.405,0.5,0.365,4
customwars.csv,0.395,0.39,0.35,0.635,0.235,5
dvd-create.csv,0.575,0.53,0.67,0.525,0.635,9
gbif-indexingtoolkit.csv,0.55,0.45,0.82,0.51,0.75,6
go.csv,0.625,0.59,0.675,0.5800000000000001,0.41,19
growl-for-windows.csv,0.27,0.255,0.3,0.35,0.1,2
gss.csv,0.59,0.62,0.78,0.595,0.595,18
kwave.csv,0.595,0.49,0.83,0.495,0.76,8
libarchive.csv,0.605,0.495,0.79,0.615,0.59,14
linux-ntfs.csv,0.595,0.585,0.64,0.565,0.565,12
lsb.csv,0.625,0.56,0.715,0.6,0.53,16
mpgravity.csv,0.7,0.485,0.91,0.575,0.79,13
nativeclient.csv,0.6,0.61,0.61,0.55,0.385,17
qcad2.csv,0.61,0.57,0.67,0.555,0.47,15
qtwin.csv,0.14,0.1,0.08,0.43,0.065,0
roller.csv,0.62,0.49,0.825,0.485,0.79,7
xinity.csv,0.43,0.345,0.54,0.41500000000000004,0.665,1
