,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.7,0.35,0.26,0.23,0.26,0.39,0.62,0.26,0.01,0.49,0.34,0.38,0.66,0.63,0.61,0.49,0.57,0.59,0.37,0.45
amygdala.csv,0.66,0.02,0.2,0.04,0.03,0.31,0.51,0.23,0.0,0.41,0.19,0.73,0.26,0.56,0.37,0.39,0.51,0.55,0.05,0.0
awemud.csv,0.79,0.8,0.25,0.17,0.79,0.38,0.51,0.22,0.01,0.0,0.24,0.64,0.58,0.74,0.51,0.3,0.57,0.54,0.31,0.61
bullet.csv,0.41,0.59,0.29,0.46,0.53,0.76,0.3,0.13,0.03,0.0,0.13,0.45,0.47,0.44,0.51,0.64,0.32,0.45,0.56,0.55
customwars.csv,0.66,0.44,0.16,0.33,0.25,0.61,0.47,0.19,0.02,0.0,0.29,0.4,0.62,0.5,0.65,0.63,0.39,0.38,0.3,0.55
dvd-create.csv,0.62,0.75,0.32,0.22,0.87,0.76,0.49,0.31,0.0,0.0,0.26,0.69,0.29,0.69,0.62,0.74,0.62,0.56,0.59,0.54
gbif-indexingtoolkit.csv,0.85,0.66,0.32,0.39,0.8,0.59,0.52,0.51,0.01,0.0,0.29,0.66,0.49,0.41,0.51,0.69,0.6,0.73,0.7,0.58
go.csv,0.74,0.79,0.38,0.18,0.66,0.65,0.62,0.25,0.01,0.0,0.25,0.66,0.44,0.69,0.71,0.66,0.59,0.89,0.62,0.63
growl-for-windows.csv,0.8,0.0,0.24,0.0,0.0,0.06,0.6,0.27,0.0,0.0,0.27,0.71,0.0,0.55,0.59,0.72,0.47,0.72,0.0,0.31
gss.csv,0.75,0.74,0.39,0.55,0.81,0.84,0.53,0.31,0.01,0.0,0.27,0.69,0.49,0.69,0.75,0.75,0.57,0.62,0.59,0.59
kwave.csv,0.78,0.78,0.47,0.4,0.89,0.64,0.55,0.31,0.01,0.35,0.26,0.54,0.45,0.71,0.76,0.73,0.61,0.6,0.74,0.59
libarchive.csv,0.72,0.78,0.34,0.24,0.86,0.81,0.54,0.3,0.01,0.39,0.26,0.63,0.58,0.74,0.75,0.58,0.58,0.68,0.63,0.64
linux-ntfs.csv,0.68,0.63,0.25,0.56,0.81,0.81,0.36,0.31,0.01,0.3,0.28,0.59,0.5,0.64,0.64,0.76,0.68,0.58,0.6,0.6
lsb.csv,0.78,0.67,0.25,0.74,0.84,0.81,0.51,0.35,0.01,0.0,0.27,0.63,0.63,0.62,0.64,0.75,0.61,0.72,0.59,0.59
mpgravity.csv,0.82,0.76,0.27,0.38,0.83,0.76,0.51,0.32,0.0,0.69,0.26,0.71,0.0,0.79,0.71,0.75,0.63,0.8,0.72,0.61
nativeclient.csv,0.73,0.7,0.41,0.13,0.61,0.54,0.62,0.25,0.01,0.42,0.32,0.57,0.59,0.71,0.61,0.62,0.66,0.38,0.7,0.61
qcad2.csv,0.69,0.61,0.44,0.35,0.63,0.53,0.63,0.29,0.01,0.57,0.3,0.28,0.61,0.61,0.76,0.73,0.6,0.71,0.74,0.64
qtwin.csv,0.14,0.0,0.0,0.0,0.0,0.08,0.15,0.27,0.05,0.21,0.19,0.14,0.2,0.52,0.43,0.28,0.44,0.1,0.14,0.0
roller.csv,0.79,0.78,0.35,0.31,0.86,0.79,0.52,0.29,0.0,0.47,0.29,0.65,0.42,0.77,0.65,0.7,0.59,0.8,0.68,0.59
xinity.csv,0.44,0.74,0.41,0.25,0.81,0.52,0.33,0.19,0.0,0.37,0.22,0.37,0.43,0.39,0.76,0.68,0.43,0.66,0.71,0.5
