,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.59,0.51,0.32,0.01,0.06,0.26,0.15,0.3,0.61,0.44,0.49,0.34
autowikibrowser.csv,0.23,0.23,0.4,0.37,0.25,0.66,0.25,0.56,0.3,0.02,0.42,0.19
cities3d.csv,0.25,0.69,0.24,0.93,0.47,0.0,0.13,0.16,0.3,0.07,0.29,0.38
firebird.csv,0.19,0.29,0.0,0.35,0.38,0.48,0.75,0.49,0.79,0.52,0.28,0.06
hydrogen.csv,0.19,0.57,0.49,0.15,0.16,0.23,0.0,0.21,0.21,0.28,0.31,0.19
lphant.csv,0.3,0.46,0.4,0.56,0.87,0.45,0.23,0.33,0.0,0.26,0.42,0.34
qgo.csv,0.09,0.0,0.16,0.16,0.0,0.43,0.06,0.21,0.12,0.13,0.16,0.12
quickfast.csv,0.48,0.46,0.62,0.56,0.46,0.71,0.36,0.67,0.7,0.57,0.51,0.0
rhex.csv,0.0,0.51,0.37,0.42,0.34,0.29,0.13,0.09,0.15,0.35,0.32,0.06
rocrail.csv,0.07,0.09,0.16,0.1,0.0,0.04,0.06,0.16,0.03,0.02,0.0,0.03
xined.csv,0.02,0.4,0.06,0.22,0.04,0.05,0.1,0.0,0.09,0.17,0.1,0.19
yield.csv,0.4,0.6,0.43,0.68,0.0,0.62,0.41,0.53,0.36,0.37,0.5,0.53
