,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,28.0,14.0,0.0,0.0,0.0,9.0,8.0,0.0,7.0,7.0,17.0,8.0
autowikibrowser.csv,10.0,0.0,2.0,0.0,0.0,21.0,4.0,7.0,2.0,0.0,6.0,0.0
cities3d.csv,7.0,2.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,8.0
firebird.csv,2.0,3.0,0.0,3.0,0.0,10.0,5.0,0.0,10.0,4.0,13.0,1.0
hydrogen.csv,6.0,8.0,8.0,2.0,3.0,6.0,0.0,3.0,6.0,11.0,1.0,0.0
lphant.csv,0.0,4.0,3.0,1.0,5.0,50.0,17.0,0.0,0.0,3.0,1.0,5.0
qgo.csv,6.0,0.0,2.0,4.0,0.0,9.0,3.0,2.0,1.0,0.0,13.0,0.0
quickfast.csv,2.0,0.0,1.0,0.0,2.0,28.0,10.0,12.0,7.0,3.0,14.0,0.0
rhex.csv,0.0,2.0,3.0,1.0,4.0,37.0,7.0,1.0,1.0,5.0,5.0,0.0
rocrail.csv,1.0,2.0,0.0,4.0,0.0,5.0,4.0,7.0,1.0,0.0,0.0,0.0
xined.csv,92.0,9.0,3.0,5.0,3.0,13.0,8.0,0.0,2.0,8.0,7.0,0.0
yield.csv,10.0,6.0,6.0,5.0,0.0,18.0,12.0,0.0,0.0,1.0,7.0,8.0
