,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.63,0.3,0.5,0.28,0.33,0.55,0.94,0.33,0.4,0.71
gamestone.csv,0.23,1.0,0.24,0.15,0.1,0.22,0.0,0.18,0.0,0.19
gbif-providertoolkit.csv,0.45,0.17,0.1,0.1,0.92,0.21,0.31,0.11,0.0,0.34
heekscad.csv,0.98,0.32,0.67,0.49,0.31,0.75,0.5,0.31,0.37,0.79
igarden.csv,0.32,0.0,0.31,1.0,0.22,0.32,0.0,0.35,0.46,0.29
levent.csv,0.74,0.15,0.61,0.52,0.36,0.99,0.49,0.35,0.32,0.72
owlapi.csv,0.37,0.17,0.22,0.15,0.07,0.34,0.25,0.98,0.12,0.31
pnotepad.csv,0.83,0.29,0.68,0.39,0.33,0.67,0.54,0.27,0.33,0.99
quark.csv,0.3,0.31,0.42,0.21,0.11,0.0,0.0,0.06,1.0,0.19
xcsoar.csv,0.7,0.12,0.96,0.45,0.37,0.46,0.44,0.27,0.42,0.55
