,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.58,0.38,0.52,0.26,0.86,0.45,0.89,0.56,1.0,0.6
gamestone.csv,0.14,1.0,0.16,0.1,0.07,0.14,0.0,0.16,0.0,0.1
gbif-providertoolkit.csv,0.31,0.12,0.05,0.06,0.86,0.12,0.24,0.08,0.0,0.21
heekscad.csv,0.99,0.75,0.79,0.77,0.79,0.76,0.74,0.6,0.85,0.69
igarden.csv,0.19,0.0,0.2,1.0,0.14,0.2,0.0,0.32,0.46,0.17
levent.csv,0.82,0.38,0.73,0.87,0.79,0.98,0.71,0.76,0.46,0.6
owlapi.csv,0.25,0.25,0.14,0.1,0.07,0.22,0.18,0.96,0.08,0.19
pnotepad.csv,0.94,0.62,0.91,0.55,0.93,0.59,0.82,0.68,1.0,0.98
quark.csv,0.18,0.25,0.29,0.13,0.07,0.0,0.0,0.04,1.0,0.1
xcsoar.csv,0.62,0.25,0.95,0.52,0.64,0.33,0.45,0.4,1.0,0.38
