,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.57,0.43,0.53,0.3,0.63,0.47,0.91,0.58,0.62,0.58
gamestone.csv,0.17,1.0,0.19,0.12,0.09,0.17,0.0,0.19,0.0,0.12
gbif-providertoolkit.csv,0.36,0.15,0.06,0.07,0.88,0.15,0.28,0.1,0.0,0.25
heekscad.csv,0.98,0.7,0.73,0.65,0.6,0.66,0.63,0.59,0.65,0.69
igarden.csv,0.23,0.0,0.24,1.0,0.17,0.24,0.0,0.37,0.51,0.2
levent.csv,0.65,0.39,0.66,0.69,0.69,0.98,0.61,0.69,0.49,0.6
owlapi.csv,0.29,0.29,0.17,0.12,0.09,0.26,0.21,0.97,0.1,0.22
pnotepad.csv,0.78,0.62,0.71,0.53,0.59,0.59,0.67,0.58,0.0,0.98
quark.csv,0.21,0.29,0.34,0.16,0.09,0.0,0.0,0.05,1.0,0.12
xcsoar.csv,0.64,0.28,0.96,0.54,0.63,0.37,0.48,0.44,0.69,0.43
