,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.53,0.92,0.51,0.67,0.45,0.52,0.68,0.6,0.35,0.53
gamestone.csv,0.88,0.88,0.94,0.9,0.83,0.93,0.83,0.95,0.67,0.8
gbif-providertoolkit.csv,0.79,0.75,0.67,0.89,0.92,0.88,0.95,0.92,0.75,0.91
heekscad.csv,0.44,0.4,0.36,0.34,0.35,0.38,0.36,0.42,0.37,0.42
igarden.csv,0.94,0.75,0.94,0.71,0.75,0.93,0.67,0.95,0.92,0.88
levent.csv,0.47,0.68,0.49,0.36,0.45,0.52,0.49,0.59,0.54,0.52
owlapi.csv,0.92,0.94,0.94,0.88,0.93,0.87,0.94,0.92,0.75,0.91
pnotepad.csv,0.42,0.5,0.34,0.43,0.33,0.32,0.34,0.5,0.34,0.4
quark.csv,0.88,0.8,0.81,0.86,0.8,0.0,0.0,0.83,0.85,0.8
xcsoar.csv,0.41,0.52,0.48,0.5,0.46,0.62,0.62,0.64,0.39,0.56
