,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.61,0.65,0.66,0.79,0.7,0.68,0.11,0.56,0.75,0.64
gamestone.csv,0.87,0.0,0.85,0.91,0.93,0.93,1.0,0.85,1.0,0.9
gbif-providertoolkit.csv,0.7,0.88,0.95,0.94,0.14,0.88,0.78,0.92,1.0,0.8
heekscad.csv,0.04,0.52,0.5,0.64,0.72,0.62,0.66,0.6,0.69,0.43
igarden.csv,0.81,1.0,0.81,0.0,0.86,0.81,1.0,0.69,0.56,0.83
levent.csv,0.66,0.82,0.59,0.64,0.58,0.02,0.67,0.56,0.64,0.56
owlapi.csv,0.77,0.8,0.87,0.91,0.95,0.79,0.83,0.04,0.92,0.84
pnotepad.csv,0.54,0.55,0.63,0.71,0.76,0.57,0.64,0.72,1.0,0.02
quark.csv,0.82,0.75,0.72,0.87,0.93,1.0,1.0,0.96,0.0,0.9
xcsoar.csv,0.47,0.87,0.06,0.59,0.53,0.71,0.63,0.67,0.69,0.62
