,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.68,0.25,0.48,0.3,0.21,0.71,1.0,0.23,0.25,0.85
gamestone.csv,0.65,1.0,0.5,0.3,0.17,0.47,0.0,0.2,0.0,1.0
gbif-providertoolkit.csv,0.83,0.25,1.0,0.22,1.0,0.75,0.45,0.17,0.0,0.91
heekscad.csv,0.97,0.2,0.58,0.36,0.19,0.74,0.38,0.21,0.24,0.92
igarden.csv,0.94,0.0,0.69,1.0,0.5,0.71,0.0,0.38,0.46,1.0
levent.csv,0.68,0.1,0.53,0.38,0.23,1.0,0.38,0.22,0.25,0.88
owlapi.csv,0.73,0.12,0.47,0.38,0.07,0.73,0.41,1.0,0.25,0.82
pnotepad.csv,0.74,0.19,0.54,0.3,0.2,0.76,0.41,0.17,0.2,1.0
quark.csv,0.82,0.4,0.76,0.57,0.2,0.0,0.0,0.17,1.0,1.0
xcsoar.csv,0.79,0.08,0.98,0.4,0.26,0.76,0.44,0.2,0.27,1.0
